,PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Pclass_1,Pclass_2,Pclass_3,Master,Miss,Mr,Mrs,Officer,Royalty,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,FamilySize,Family_Single,Family_Small,Family_large
582,583,0.0,1,54.0,0,0,28403,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
583,584,0.0,1,36.0,0,0,13049,40.125,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
584,585,0.0,1,29.9,0,0,3411,8.7125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
585,586,1.0,0,18.0,0,2,110413,79.65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
586,587,0.0,1,47.0,0,0,237565,15.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
587,588,1.0,1,60.0,1,1,13567,79.2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
588,589,0.0,1,22.0,0,0,14973,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
589,590,0.0,1,29.9,0,0,A./5. 3235,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
590,591,0.0,1,35.0,0,0,STON/O 2. 3101273,7.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
591,592,1.0,0,52.0,1,0,36947,78.2667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
592,593,0.0,1,47.0,0,0,A/5 3902,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
593,594,0.0,0,29.9,0,2,364848,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
594,595,0.0,1,37.0,1,0,SC/AH 29037,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
595,596,0.0,1,36.0,1,1,345773,24.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
596,597,1.0,0,29.9,0,0,248727,33.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
597,598,0.0,1,49.0,0,0,LINE,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
598,599,0.0,1,29.9,0,0,2664,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
599,600,1.0,1,49.0,1,0,PC 17485,56.9292,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0
600,601,1.0,0,24.0,2,1,243847,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
601,602,0.0,1,29.9,0,0,349214,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
602,603,0.0,1,29.9,0,0,113796,42.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
603,604,0.0,1,44.0,0,0,364511,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
604,605,1.0,1,35.0,0,0,111426,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
605,606,0.0,1,36.0,1,0,349910,15.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
606,607,0.0,1,30.0,0,0,349246,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
607,608,1.0,1,27.0,0,0,113804,30.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
608,609,1.0,0,22.0,1,2,SC/Paris 2123,41.5792,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
609,610,1.0,0,40.0,0,0,PC 17582,153.4625,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
610,611,0.0,0,39.0,1,5,347082,31.275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
611,612,0.0,1,29.9,0,0,SOTON/O.Q. 3101305,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
612,613,1.0,0,29.9,1,0,367230,15.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
613,614,0.0,1,29.9,0,0,370377,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
614,615,0.0,1,35.0,0,0,364512,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
615,616,1.0,0,24.0,1,2,220845,65.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
616,617,0.0,1,34.0,1,1,347080,14.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
617,618,0.0,0,26.0,1,0,A/5. 3336,16.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
618,619,1.0,0,4.0,2,1,230136,39.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
619,620,0.0,1,26.0,0,0,31028,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
620,621,0.0,1,27.0,1,0,2659,14.4542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
621,622,1.0,1,42.0,1,0,11753,52.5542,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
622,623,1.0,1,20.0,1,1,2653,15.7417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
623,624,0.0,1,21.0,0,0,350029,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
624,625,0.0,1,21.0,0,0,54636,16.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
625,626,0.0,1,61.0,0,0,36963,32.3208,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
626,627,0.0,1,57.0,0,0,219533,12.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
627,628,1.0,0,21.0,0,0,13502,77.9583,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
628,629,0.0,1,26.0,0,0,349224,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
629,630,0.0,1,29.9,0,0,334912,7.7333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
630,631,1.0,1,80.0,0,0,27042,30.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
631,632,0.0,1,51.0,0,0,347743,7.0542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
632,633,1.0,1,32.0,0,0,13214,30.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
633,634,0.0,1,29.9,0,0,112052,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
634,635,0.0,0,9.0,3,2,347088,27.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
635,636,1.0,0,28.0,0,0,237668,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
636,637,0.0,1,32.0,0,0,STON/O 2. 3101292,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
637,638,0.0,1,31.0,1,1,C.A. 31921,26.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
638,639,0.0,0,41.0,0,5,3101295,39.6875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
639,640,0.0,1,29.9,1,0,376564,16.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
640,641,0.0,1,20.0,0,0,350050,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
641,642,1.0,0,24.0,0,0,PC 17477,69.3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
642,643,0.0,0,2.0,3,2,347088,27.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
643,644,1.0,1,29.9,0,0,1601,56.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
644,645,1.0,0,0.75,2,1,2666,19.2583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
645,646,1.0,1,48.0,1,0,PC 17572,76.7292,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
646,647,0.0,1,19.0,0,0,349231,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
647,648,1.0,1,56.0,0,0,13213,35.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
648,649,0.0,1,29.9,0,0,S.O./P.P. 751,7.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
649,650,1.0,0,23.0,0,0,CA. 2314,7.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
650,651,0.0,1,29.9,0,0,349221,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
651,652,1.0,0,18.0,0,1,231919,23.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
652,653,0.0,1,21.0,0,0,8475,8.4333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
653,654,1.0,0,29.9,0,0,330919,7.8292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
654,655,0.0,0,18.0,0,0,365226,6.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
655,656,0.0,1,24.0,2,0,S.O.C. 14879,73.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
656,657,0.0,1,29.9,0,0,349223,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
657,658,0.0,0,32.0,1,1,364849,15.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
658,659,0.0,1,23.0,0,0,29751,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
659,660,0.0,1,58.0,0,2,35273,113.275,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
660,661,1.0,1,50.0,2,0,PC 17611,133.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0
661,662,0.0,1,40.0,0,0,2623,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
662,663,0.0,1,47.0,0,0,5727,25.5875,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
663,664,0.0,1,36.0,0,0,349210,7.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
664,665,1.0,1,20.0,1,0,STON/O 2. 3101285,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
665,666,0.0,1,32.0,2,0,S.O.C. 14879,73.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
666,667,0.0,1,25.0,0,0,234686,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
667,668,0.0,1,29.9,0,0,312993,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
668,669,0.0,1,43.0,0,0,A/5 3536,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
669,670,1.0,0,29.9,1,0,19996,52.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
670,671,1.0,0,40.0,1,1,29750,39.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
671,672,0.0,1,31.0,1,0,F.C. 12750,52.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
672,673,0.0,1,70.0,0,0,C.A. 24580,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
673,674,1.0,1,31.0,0,0,244270,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
674,675,0.0,1,29.9,0,0,239856,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
675,676,0.0,1,18.0,0,0,349912,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
676,677,0.0,1,24.5,0,0,342826,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
677,678,1.0,0,18.0,0,0,4138,9.8417,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
678,679,0.0,0,43.0,1,6,CA 2144,46.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1
679,680,1.0,1,36.0,0,1,PC 17755,512.3292,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
680,681,0.0,0,29.9,0,0,330935,8.1375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
681,682,1.0,1,27.0,0,0,PC 17572,76.7292,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
682,683,0.0,1,20.0,0,0,6563,9.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
683,684,0.0,1,14.0,5,2,CA 2144,46.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1
684,685,0.0,1,60.0,1,1,29750,39.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
685,686,0.0,1,25.0,1,2,SC/Paris 2123,41.5792,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
686,687,0.0,1,14.0,4,1,3101295,39.6875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
687,688,0.0,1,19.0,0,0,349228,10.1708,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
688,689,0.0,1,18.0,0,0,350036,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
689,690,1.0,0,15.0,0,1,24160,211.3375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
690,691,1.0,1,31.0,1,0,17474,57.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
691,692,1.0,0,4.0,0,1,349256,13.4167,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
692,693,1.0,1,29.9,0,0,1601,56.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
693,694,0.0,1,25.0,0,0,2672,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
694,695,0.0,1,60.0,0,0,113800,26.55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
695,696,0.0,1,52.0,0,0,248731,13.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
696,697,0.0,1,44.0,0,0,363592,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
697,698,1.0,0,29.9,0,0,35852,7.7333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
698,699,0.0,1,49.0,1,1,17421,110.8833,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
699,700,0.0,1,42.0,0,0,348121,7.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
700,701,1.0,0,18.0,1,0,PC 17757,227.525,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
701,702,1.0,1,35.0,0,0,PC 17475,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
702,703,0.0,0,18.0,0,1,2691,14.4542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
703,704,0.0,1,25.0,0,0,36864,7.7417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
704,705,0.0,1,26.0,1,0,350025,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
705,706,0.0,1,39.0,0,0,250655,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
706,707,1.0,0,45.0,0,0,223596,13.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
707,708,1.0,1,42.0,0,0,PC 17476,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
708,709,1.0,0,22.0,0,0,113781,151.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
709,710,1.0,1,29.9,1,1,2661,15.2458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
710,711,1.0,0,24.0,0,0,PC 17482,49.5042,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
711,712,0.0,1,29.9,0,0,113028,26.55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
712,713,1.0,1,48.0,1,0,19996,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
713,714,0.0,1,29.0,0,0,7545,9.4833,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
714,715,0.0,1,52.0,0,0,250647,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
715,716,0.0,1,19.0,0,0,348124,7.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
716,717,1.0,0,38.0,0,0,PC 17757,227.525,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
717,718,1.0,0,27.0,0,0,34218,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
718,719,0.0,1,29.9,0,0,36568,15.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
719,720,0.0,1,33.0,0,0,347062,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
720,721,1.0,0,6.0,0,1,248727,33.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
721,722,0.0,1,17.0,1,0,350048,7.0542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
722,723,0.0,1,34.0,0,0,12233,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
723,724,0.0,1,50.0,0,0,250643,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
724,725,1.0,1,27.0,1,0,113806,53.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
725,726,0.0,1,20.0,0,0,315094,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
726,727,1.0,0,30.0,3,0,31027,21.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
727,728,1.0,0,29.9,0,0,36866,7.7375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
728,729,0.0,1,25.0,1,0,236853,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
729,730,0.0,0,25.0,1,0,STON/O2. 3101271,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
730,731,1.0,0,29.0,0,0,24160,211.3375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
731,732,0.0,1,11.0,0,0,2699,18.7875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
732,733,0.0,1,29.9,0,0,239855,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
733,734,0.0,1,23.0,0,0,28425,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
734,735,0.0,1,23.0,0,0,233639,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
735,736,0.0,1,28.5,0,0,54636,16.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
736,737,0.0,0,48.0,1,3,W./C. 6608,34.375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
737,738,1.0,1,35.0,0,0,PC 17755,512.3292,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
738,739,0.0,1,29.9,0,0,349201,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
739,740,0.0,1,29.9,0,0,349218,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
740,741,1.0,1,29.9,0,0,16988,30.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
741,742,0.0,1,36.0,1,0,19877,78.85,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
742,743,1.0,0,21.0,2,2,PC 17608,262.375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1
743,744,0.0,1,24.0,1,0,376566,16.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
744,745,1.0,1,31.0,0,0,STON/O 2. 3101288,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
745,746,0.0,1,70.0,1,1,WE/P 5735,71.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0
746,747,0.0,1,16.0,1,1,C.A. 2673,20.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
747,748,1.0,0,30.0,0,0,250648,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
748,749,0.0,1,19.0,1,0,113773,53.1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
749,750,0.0,1,31.0,0,0,335097,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
750,751,1.0,0,4.0,1,1,29103,23.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
751,752,1.0,1,6.0,0,1,392096,12.475,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
752,753,0.0,1,33.0,0,0,345780,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
753,754,0.0,1,23.0,0,0,349204,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
754,755,1.0,0,48.0,1,2,220845,65.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
755,756,1.0,1,0.67,1,1,250649,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
756,757,0.0,1,28.0,0,0,350042,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
757,758,0.0,1,18.0,0,0,29108,11.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
758,759,0.0,1,34.0,0,0,363294,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
759,760,1.0,0,33.0,0,0,110152,86.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
760,761,0.0,1,29.9,0,0,358585,14.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
761,762,0.0,1,41.0,0,0,SOTON/O2 3101272,7.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
762,763,1.0,1,20.0,0,0,2663,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
763,764,1.0,0,36.0,1,2,113760,120.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
764,765,0.0,1,16.0,0,0,347074,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
765,766,1.0,0,51.0,1,0,13502,77.9583,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
766,767,0.0,1,29.9,0,0,112379,39.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
767,768,0.0,0,30.5,0,0,364850,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
768,769,0.0,1,29.9,1,0,371110,24.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
769,770,0.0,1,32.0,0,0,8471,8.3625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
770,771,0.0,1,24.0,0,0,345781,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
771,772,0.0,1,48.0,0,0,350047,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
772,773,0.0,0,57.0,0,0,S.O./P.P. 3,10.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
773,774,0.0,1,29.9,0,0,2674,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
774,775,1.0,0,54.0,1,3,29105,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
775,776,0.0,1,18.0,0,0,347078,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
776,777,0.0,1,29.9,0,0,383121,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
777,778,1.0,0,5.0,0,0,364516,12.475,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
